State,Year,Value
Tripura,2007-2008,1.20
Uttar Pradesh,2007-2008,393.00
West Bengal,2007-2008,52.50
India,2007-2008,3188.40
Andaman & Nicobar Islands,2008-2009,2.10
Andhra Pradesh,2008-2009,338.00
Arunachal Pradesh,2008-2009,3.50
Assam,2008-2009,39.70
Bihar,2008-2009,21.40
Chhattisgarh,2008-2009,110.10
Dadra & Nagar Haveli  ,2008-2009,1.60
Gujarat,2008-2009,96.00
Haryana,2008-2009,2.40
Himachal Pradesh,2008-2009,10.60
Jammu & Kashmir,2008-2009,15.70
Jharkhand,2008-2009,86.40
Karnataka,2008-2009,112.00
Kerala,2008-2009,0.60
Madhya Pradesh,2008-2009,483.70
Maharashtra,2008-2009,336.00
Nagaland,2008-2009,12.80
Odisha,2008-2009,129.20
Punjab,2008-2009,2.90
Rajasthan,2008-2009,137.20
Sikkim,2008-2009,7.50
Tamil Nadu,2008-2009,262.00
Tripura,2008-2009,1.30
Uttar Pradesh,2008-2009,417.00
West Bengal,2008-2009,57.00
India,2008-2009,2669.60
Andaman & Nicobar Islands,2009-2010,2.60
Andhra Pradesh,2009-2010,429.00
Arunachal Pradesh,2009-2010,3.60
Assam,2009-2010,42.20
Bihar,2009-2010,20.40
Chhattisgarh,2009-2010,109.90
Dadra & Nagar Haveli  ,2009-2010,1.00
Gujarat,2009-2010,97.00
Haryana,2009-2010,2.00
Himachal Pradesh,2009-2010,10.30
Jammu & Kashmir,2009-2010,15.70
Jharkhand,2009-2010,63.20
Karnataka,2009-2010,118.00
Kerala,2009-2010,0.60
Madhya Pradesh,2009-2010,505.50
Maharashtra,2009-2010,367.20
Nagaland,2009-2010,24.60
Odisha,2009-2010,130.00
Puducherry,2009-2010,1.00
Punjab,2009-2010,2.80
Rajasthan,2009-2010,116.40
Sikkim,2009-2010,7.70
Tamil Nadu,2009-2010,259.70
Tripura,2009-2010,1.40
Uttar Pradesh,2009-2010,607.00
West Bengal,2009-2010,50.00
India,2009-2010,2960.70
Andaman & Nicobar Islands,2010-2011,2.60
Andhra Pradesh,2010-2011,389.00
Arunachal Pradesh,2010-2011,3.60
Bihar,2010-2011,14.80
Chhattisgarh,2010-2011,105.60
Dadra & Nagar Haveli  ,2010-2011,1.40
Gujarat,2010-2011,102.00
Haryana,2010-2011,4.00
Himachal Pradesh,2010-2011,9.90
Jammu & Kashmir,2010-2011,14.40
Jharkhand,2010-2011,89.60
Karnataka,2010-2011,127.00
Kerala,2010-2011,0.40
Madhya Pradesh,2010-2011,591.70
Maharashtra,2010-2011,482.00
Nagaland,2010-2011,12.90
Odisha,2010-2011,133.70
Puducherry,2010-2011,1.10
Punjab,2010-2011,2.80
Rajasthan,2010-2011,127.80
Sikkim,2010-2011,7.60
Tamil Nadu,2010-2011,304.40
Telangana,2010-2011,75.00
Tripura,2010-2011,1.60
Uttar Pradesh,2010-2011,556.00
West Bengal,2010-2011,56.90
India,2010-2011,3266.80
Andaman & Nicobar Islands,2011-2012,1.60
Andhra Pradesh,2011-2012,469.30
Arunachal Pradesh,2011-2012,3.90
Assam,2011-2012,44.40
Bihar,2011-2012,13.70
Chhattisgarh,2011-2012,106.60
Gujarat,2011-2012,103.00
Haryana,2011-2012,8.00
Himachal Pradesh,2011-2012,10.30
Jharkhand,2011-2012,78.10
Karnataka,2011-2012,93.00
Kerala,2011-2012,6.10
Madhya Pradesh,2011-2012,551.40
Maharashtra,2011-2012,364.00
Nagaland,2011-2012,18.50
Odisha,2011-2012,106.10
Puducherry,2011-2012,1.10
Punjab,2011-2012,3.00
Rajasthan,2011-2012,255.20
Sikkim,2011-2012,3.40
Tamil Nadu,2011-2012,308.30
Telangana,2011-2012,70.70
Tripura,2011-2012,1.70
Uttar Pradesh,2011-2012,555.00
Uttarakhand,2011-2012,13.00
West Bengal,2011-2012,44.60
India,2011-2012,3233.90
Andaman & Nicobar Islands,2012-2013,1.30
Andhra Pradesh,2012-2013,387.10
Arunachal Pradesh,2012-2013,4.20
Assam,2012-2013,-
Bihar,2012-2013,14.10
Chhattisgarh,2012-2013,95.30
Dadra & Nagar Haveli  ,2012-2013,1.40
Gujarat,2012-2013,94.00
Haryana,2012-2013,2.00
Himachal Pradesh,2012-2013,10.30
Jharkhand,2012-2013,105.20
Karnataka,2012-2013,110.00
Kerala,2012-2013,8.00
Madhya Pradesh,2012-2013,642.60
Maharashtra,2012-2013,360.00
Nagaland,2012-2013,16.50
Odisha,2012-2013,112.00
Puducherry,2012-2013,0.60
Punjab,2012-2013,2.20
Rajasthan,2012-2013,218.00
Sikkim,2012-2013,3.30
Tamil Nadu,2012-2013,208.10
Telangana,2012-2013,57.00
Tripura,2012-2013,1.40
Uttar Pradesh,2012-2013,572.00
Uttarakhand,2012-2013,15.00
West Bengal,2012-2013,63.00
India,2012-2013,3152.80
Andhra Pradesh,2013-2014,264.67
Arunachal Pradesh,2013-2014,1.79
Chhattisgarh,2013-2014,108.30
Gujarat,2013-2014,91.00
Karnataka,2013-2014,102.00
Madhya Pradesh,2013-2014,601.70
Maharashtra,2013-2014,334.00
Manipur,2013-2014,1.56
Nagaland,2013-2014,1.09
Odisha,2013-2014,84.81
Puducherry,2013-2014,0.61
Tamil Nadu,2013-2014,365.13
Telangana,2013-2014,45.33
Tripura,2013-2014,1.70
Uttar Pradesh,2013-2014,542.00
Uttarakhand,2013-2014,14.59
West Bengal,2013-2014,113.69
India,2013-2014,3063.52
Andhra Pradesh,2014-2015,315.00
Arunachal Pradesh,2014-2015,2.25
Chhattisgarh,2014-2015,96.60
Gujarat,2014-2015,68.00
Karnataka,2014-2015,70.00
Madhya Pradesh,2014-2015,882.00
Maharashtra,2014-2015,277.00
Manipur,2014-2015,1.43
Nagaland,2014-2015,1.14
Odisha,2014-2015,81.76
Puducherry,2014-2015,0.77
Tamil Nadu,2014-2015,373.79
Telangana,2014-2015,28.00
Tripura,2014-2015,1.31
Uttar Pradesh,2014-2015,563.00
Uttarakhand,2014-2015,13.70
West Bengal,2014-2015,73.67
India,2014-2015,3247.52
Andhra Pradesh,2015-2016,456.00
Arunachal Pradesh,2015-2016,2.51
Chhattisgarh,2015-2016,101.40
Gujarat,2015-2016,64.00
Karnataka,2015-2016,91.00
Madhya Pradesh,2015-2016,935.00
Maharashtra,2015-2016,286.00
Manipur,2015-2016,1.40
Nagaland,2015-2016,1.21
Odisha,2015-2016,74.32
Puducherry,2015-2016,0.59
Tamil Nadu,2015-2016,395.19
Telangana,2015-2016,32.00
Tripura,2015-2016,3.59
Uttar Pradesh,2015-2016,617.00
Uttarakhand,2015-2016,14.86
West Bengal,2015-2016,74.10
India,2015-2016,3623.88
Andhra Pradesh,2016-2017,500.00
Arunachal Pradesh,2016-2017,2.53
Chhattisgarh,2016-2017,99.80
Gujarat,2016-2017,197.00
Karnataka,2016-2017,88.00
Madhya Pradesh,2016-2017,1203.00
Maharashtra,2016-2017,337.90
Manipur,2016-2017,1.46
Nagaland,2016-2017,1.27
Odisha,2016-2017,108.74
Puducherry,2016-2017,0.75
Tamil Nadu,2016-2017,429.78
Telangana,2016-2017,52.00
Tripura,2016-2017,3.84
Uttar Pradesh,2016-2017,644.00
Uttarakhand,2016-2017,15.00
West Bengal,2016-2017,77.72
India,2016-2017,4478.16
Andhra Pradesh,2017-2018,403.00
Arunachal Pradesh,2017-2018,2.57
Chhattisgarh,2017-2018,97.96
Gujarat,2017-2018,136.00
Karnataka,2017-2018,136.00
Madhya Pradesh,2017-2018,1824.00
Maharashtra,2017-2018,351.00
Manipur,2017-2018,1.44
Nagaland,2017-2018,0.83
Odisha,2017-2018,77.18
Puducherry,2017-2018,0.54
Tamil Nadu,2017-2018,426.34
Telangana,2017-2018,38.00
Tripura,2017-2018,5.35
Uttar Pradesh,2017-2018,614.00
Uttarakhand,2017-2018,14.00
West Bengal,2017-2018,82.55
India,2017-2018,5279.09
Andaman & Nicobar Islands,2018-2019,0.18
Andhra Pradesh,2018-2019,318.00
Chhattisgarh,2018-2019,89.20
Gujarat,2018-2019,109.96
Karnataka,2018-2019,84.55
Madhya Pradesh,2018-2019,2480.00
Maharashtra,2018-2019,366.60
Manipur,2018-2019,1.37
Nagaland,2018-2019,1.31
Odisha,2018-2019,57.85
Puducherry,2018-2019,0.50
Rajasthan,2018-2019,750.73
Tamil Nadu,2018-2019,440.95
Telangana,2018-2019,32.00
Tripura,2018-2019,4.86
Uttar Pradesh,2018-2019,567.00
West Bengal,2018-2019,74.87
India,2018-2019,5602.48
Andaman & Nicobar Islands,2019-2020,0.16
Andhra Pradesh,2019-2020,303.00
Arunachal Pradesh,2019-2020,2.60
Chhattisgarh,2019-2020,75.44
Gujarat,2019-2020,99.93
Karnataka,2019-2020,68.20
Madhya Pradesh,2019-2020,1794.00
Maharashtra,2019-2020,340.53
Manipur,2019-2020,1.29
Nagaland,2019-2020,0.83
Odisha,2019-2020,57.64
Puducherry,2019-2020,0.47
Rajasthan,2019-2020,502.14
Tamil Nadu,2019-2020,405.32
Telangana,2019-2020,22.00
Tripura,2019-2020,4.92
Uttar Pradesh,2019-2020,564.00
West Bengal,2019-2020,72.35
India,2019-2020,4533.34
Andaman & Nicobar Islands,2020-2021,0.41
Andhra Pradesh,2020-2021,393.00
Arunachal Pradesh,2020-2021,2.61
Chhattisgarh,2020-2021,83.21
Gujarat,2020-2021,117.44
Karnataka,2020-2021,89.01
Madhya Pradesh,2020-2021,1314.00
Manipur,2020-2021,1.36
Nagaland,2020-2021,0.83
Odisha,2020-2021,74.50
Puducherry,2020-2021,0.46
Rajasthan,2020-2021,411.20
Tamil Nadu,2020-2021,402.19
Telangana,2020-2021,38.00
Tripura,2020-2021,9.31
Uttar Pradesh,2020-2021,554.00
West Bengal,2020-2021,72.09
India,2020-2021,4142.50
Andaman & Nicobar Islands,2021-2022,0.41
Andhra Pradesh,2021-2022,401.00
Arunachal Pradesh,2021-2022,2.64
Chhattisgarh,2021-2022,70.04
Gujarat,2021-2022,180.37
Karnataka,2021-2022,79.00
Kerala,2021-2022,0.40
Madhya Pradesh,2021-2022,1617.00
Maharashtra,2021-2022,436.31
Manipur,2021-2022,1.33
Nagaland,2021-2022,0.19
Odisha,2021-2022,92.01
Puducherry,2021-2022,0.49
Rajasthan,2021-2022,424.86
Tamil Nadu,2021-2022,407.25
Telangana,2021-2022,58.00
Tripura,2021-2022,7.33
Uttar Pradesh,2021-2022,561.00
West Bengal,2021-2022,73.03
India,2021-2022,4633.47
