State,Year,Value
Tamil Nadu,2008-2009,29.00
Tripura,2008-2009,1.00
Uttar Pradesh,2008-2009,363.00
West Bengal,2008-2009,50.20
India,2008-2009,2016.60
Andhra Pradesh,2009-2010,83.00
Arunachal Pradesh,2009-2010,3.60
Bihar,2009-2010,20.40
Chhattisgarh,2009-2010,105.80
Dadra & Nagar Haveli  ,2009-2010,1.00
Gujarat,2009-2010,97.00
Haryana,2009-2010,2.00
Himachal Pradesh,2009-2010,10.30
Jammu & Kashmir,2009-2010,15.70
Jharkhand,2009-2010,63.20
Karnataka,2009-2010,109.00
Kerala,2009-2010,0.60
Madhya Pradesh,2009-2010,498.60
Maharashtra,2009-2010,354.00
Nagaland,2009-2010,12.30
Odisha,2009-2010,122.70
Punjab,2009-2010,2.80
Rajasthan,2009-2010,116.40
Sikkim,2009-2010,3.80
Tamil Nadu,2009-2010,30.10
Tripura,2009-2010,1.00
Uttar Pradesh,2009-2010,553.00
West Bengal,2009-2010,43.00
India,2009-2010,2233.40
Andhra Pradesh,2010-2011,24.00
Arunachal Pradesh,2010-2011,3.60
Bihar,2010-2011,14.80
Chhattisgarh,2010-2011,102.40
Dadra & Nagar Haveli  ,2010-2011,1.40
Gujarat,2010-2011,102.00
Haryana,2010-2011,4.00
Himachal Pradesh,2010-2011,9.90
Jammu & Kashmir,2010-2011,14.40
Jharkhand,2010-2011,89.60
Karnataka,2010-2011,118.00
Kerala,2010-2011,0.40
Madhya Pradesh,2010-2011,584.60
Maharashtra,2010-2011,482.00
Nagaland,2010-2011,12.90
Odisha,2010-2011,125.70
Punjab,2010-2011,2.80
Rajasthan,2010-2011,127.80
Sikkim,2010-2011,3.70
Tamil Nadu,2010-2011,39.40
Telangana,2010-2011,58.00
Tripura,2010-2011,1.20
Uttar Pradesh,2010-2011,556.00
West Bengal,2010-2011,45.00
India,2010-2011,2523.60
Andhra Pradesh,2011-2012,18.30
Arunachal Pradesh,2011-2012,3.90
Bihar,2011-2012,13.70
Chhattisgarh,2011-2012,102.60
Gujarat,2011-2012,96.00
Haryana,2011-2012,8.00
Himachal Pradesh,2011-2012,10.30
Jharkhand,2011-2012,78.10
Karnataka,2011-2012,84.00
Kerala,2011-2012,0.10
Madhya Pradesh,2011-2012,551.40
Maharashtra,2011-2012,364.00
Nagaland,2011-2012,12.50
Odisha,2011-2012,106.10
Punjab,2011-2012,3.00
Rajasthan,2011-2012,255.20
Sikkim,2011-2012,3.40
Tamil Nadu,2011-2012,54.20
Telangana,2011-2012,44.70
Tripura,2011-2012,1.20
Uttar Pradesh,2011-2012,507.00
Uttarakhand,2011-2012,13.00
West Bengal,2011-2012,44.60
India,2011-2012,2375.20
Andhra Pradesh,2012-2013,18.00
Arunachal Pradesh,2012-2013,4.20
Bihar,2012-2013,14.10
Chhattisgarh,2012-2013,89.90
Dadra & Nagar Haveli  ,2012-2013,1.40
Gujarat,2012-2013,94.00
Haryana,2012-2013,2.00
Himachal Pradesh,2012-2013,10.30
Jharkhand,2012-2013,105.20
Karnataka,2012-2013,103.00
Kerala,2012-2013,0.10
Madhya Pradesh,2012-2013,642.60
Maharashtra,2012-2013,360.00
Nagaland,2012-2013,16.50
Odisha,2012-2013,107.00
Puducherry,2012-2013,0.00
Punjab,2012-2013,2.20
Rajasthan,2012-2013,218.00
Sikkim,2012-2013,3.30
Tamil Nadu,2012-2013,41.10
Telangana,2012-2013,39.00
Tripura,2012-2013,0.80
Uttar Pradesh,2012-2013,524.00
Uttarakhand,2012-2013,15.00
West Bengal,2012-2013,51.00
India,2012-2013,2462.50
Andhra Pradesh,2013-2014,14.66
Arunachal Pradesh,2013-2014,0.71
Bihar,2013-2014,15.49
Chhattisgarh,2013-2014,94.50
Dadra & Nagar Haveli  ,2013-2014,1.37
Gujarat,2013-2014,89.00
Haryana,2013-2014,1.50
Himachal Pradesh,2013-2014,7.93
Jammu & Kashmir,2013-2014,13.28
Jharkhand,2013-2014,94.21
Karnataka,2013-2014,95.00
Kerala,2013-2014,0.03
Madhya Pradesh,2013-2014,585.10
Maharashtra,2013-2014,334.00
Manipur,2013-2014,1.56
Nagaland,2013-2014,0.33
Odisha,2013-2014,81.80
Punjab,2013-2014,2.20
Rajasthan,2013-2014,196.00
Sikkim,2013-2014,3.28
Tamil Nadu,2013-2014,69.87
Telangana,2013-2014,32.34
Tripura,2013-2014,1.32
Uttar Pradesh,2013-2014,497.00
Uttarakhand,2013-2014,14.56
West Bengal,2013-2014,100.69
India,2013-2014,2347.73
Andhra Pradesh,2014-2015,19.00
Arunachal Pradesh,2014-2015,0.96
Bihar,2014-2015,15.73
Chhattisgarh,2014-2015,93.70
Dadra & Nagar Haveli  ,2014-2015,1.38
Gujarat,2014-2015,67.00
Haryana,2014-2015,1.30
Himachal Pradesh,2014-2015,7.96
Jammu & Kashmir,2014-2015,13.06
Jharkhand,2014-2015,98.15
Karnataka,2014-2015,63.00
Madhya Pradesh,2014-2015,862.00
Maharashtra,2014-2015,277.00
Manipur,2014-2015,1.43
Nagaland,2014-2015,0.35
Odisha,2014-2015,78.96
Puducherry,2014-2015,0.74
Punjab,2014-2015,2.20
Rajasthan,2014-2015,201.71
Sikkim,2014-2015,3.23
Tamil Nadu,2014-2015,62.18
Telangana,2014-2015,20.00
Tripura,2014-2015,0.89
Uttar Pradesh,2014-2015,519.00
Uttarakhand,2014-2015,13.60
West Bengal,2014-2015,61.67
India,2014-2015,2486.20
Andhra Pradesh,2015-2016,44.00
Arunachal Pradesh,2015-2016,1.07
Bihar,2015-2016,13.65
Chhattisgarh,2015-2016,95.30
Dadra & Nagar Haveli  ,2015-2016,0.99
Gujarat,2015-2016,61.00
Haryana,2015-2016,1.50
Himachal Pradesh,2015-2016,6.98
Jharkhand,2015-2016,94.86
Karnataka,2015-2016,82.00
Madhya Pradesh,2015-2016,932.00
Maharashtra,2015-2016,286.00
Nagaland,2015-2016,0.39
Odisha,2015-2016,66.75
Puducherry,2015-2016,0.21
Punjab,2015-2016,2.00
Rajasthan,2015-2016,298.71
Sikkim,2015-2016,2.90
Tamil Nadu,2015-2016,59.15
Telangana,2015-2016,24.00
Tripura,2015-2016,2.30
Uttar Pradesh,2015-2016,570.00
Uttarakhand,2015-2016,14.83
West Bengal,2015-2016,63.10
India,2015-2016,2723.69
Andhra Pradesh,2016-2017,60.00
Arunachal Pradesh,2016-2017,1.12
Bihar,2016-2017,12.98
Chhattisgarh,2016-2017,92.80
Dadra & Nagar Haveli  ,2016-2017,0.99
Gujarat,2016-2017,193.00
Haryana,2016-2017,1.00
Himachal Pradesh,2016-2017,8.56
Jharkhand,2016-2017,151.92
Karnataka,2016-2017,83.00
Madhya Pradesh,2016-2017,1168.00
Maharashtra,2016-2017,337.90
Nagaland,2016-2017,0.45
Odisha,2016-2017,93.47
Puducherry,2016-2017,0.35
Punjab,2016-2017,2.10
Rajasthan,2016-2017,476.72
Sikkim,2016-2017,2.91
Tamil Nadu,2016-2017,71.85
Telangana,2016-2017,41.00
Tripura,2016-2017,2.59
Uttar Pradesh,2016-2017,595.00
Uttarakhand,2016-2017,15.00
West Bengal,2016-2017,65.54
India,2016-2017,3478.26
Andhra Pradesh,2017-2018,46.00
Arunachal Pradesh,2017-2018,1.13
Bihar,2017-2018,7.92
Chhattisgarh,2017-2018,92.71
Dadra & Nagar Haveli  ,2017-2018,0.90
Gujarat,2017-2018,128.00
Himachal Pradesh,2017-2018,6.92
Jharkhand,2017-2018,147.19
Karnataka,2017-2018,132.00
Madhya Pradesh,2017-2018,1789.00
Maharashtra,2017-2018,351.00
Nagaland,2017-2018,0.83
Odisha,2017-2018,63.19
Puducherry,2017-2018,0.27
Punjab,2017-2018,1.60
Rajasthan,2017-2018,839.29
Sikkim,2017-2018,2.69
Tamil Nadu,2017-2018,58.42
Telangana,2017-2018,32.00
Tripura,2017-2018,2.87
Uttar Pradesh,2017-2018,565.00
Uttarakhand,2017-2018,14.00
West Bengal,2017-2018,67.55
India,2017-2018,4350.49
Andaman & Nicobar Islands,2018-2019,0.18
Andhra Pradesh,2018-2019,22.00
Bihar,2018-2019,8.18
Chhattisgarh,2018-2019,84.20
Dadra & Nagar Haveli  ,2018-2019,1.13
Gujarat,2018-2019,106.16
Haryana,2018-2019,1.00
Himachal Pradesh,2018-2019,7.00
Jharkhand,2018-2019,128.66
Karnataka,2018-2019,80.75
Madhya Pradesh,2018-2019,2437.00
Maharashtra,2018-2019,366.60
Nagaland,2018-2019,0.48
Odisha,2018-2019,53.28
Puducherry,2018-2019,0.16
Punjab,2018-2019,2.00
Rajasthan,2018-2019,750.72
Sikkim,2018-2019,2.72
Tamil Nadu,2018-2019,44.49
Telangana,2018-2019,27.00
Tripura,2018-2019,2.53
Uttarakhand,2018-2019,12.00
Uttar Pradesh,2018-2019,521.00
West Bengal,2018-2019,66.69
India,2018-2019,4725.92
Andhra Pradesh,2019-2020,15.00
Arunachal Pradesh,2019-2020,1.15
Bihar,2019-2020,7.10
Chhattisgarh,2019-2020,72.05
Dadra & Nagar Haveli  ,2019-2020,0.90
Daman & Diu  ,2019-2020,0.15
Gujarat,2019-2020,86.47
Haryana,2019-2020,0.03
Himachal Pradesh,2019-2020,7.02
Jharkhand,2019-2020,128.44
Karnataka,2019-2020,65.00
Madhya Pradesh,2019-2020,1762.00
Maharashtra,2019-2020,340.53
Manipur,2019-2020,1.29
Odisha,2019-2020,49.12
Puducherry,2019-2020,0.15
Punjab,2019-2020,2.00
Rajasthan,2019-2020,502.10
Sikkim,2019-2020,2.79
Tamil Nadu,2019-2020,42.60
Telangana,2019-2020,15.00
Tripura,2019-2020,2.95
Uttarakhand,2019-2020,12.00
Uttar Pradesh,2019-2020,519.00
West Bengal,2019-2020,66.85
India,2019-2020,3701.68
Andhra Pradesh,2020-2021,32.00
Arunachal Pradesh,2020-2021,1.15
Bihar,2020-2021,10.57
Chhattisgarh,2020-2021,81.16
Gujarat,2020-2021,98.99
Haryana,2020-2021,0.24
Himachal Pradesh,2020-2021,6.98
Jharkhand,2020-2021,131.68
Karnataka,2020-2021,85.00
Madhya Pradesh,2020-2021,1273.00
Maharashtra,2020-2021,356.40
Manipur,2020-2021,1.36
Odisha,2020-2021,60.74
Puducherry,2020-2021,0.01
Punjab,2020-2021,2.00
Rajasthan,2020-2021,411.20
Sikkim,2020-2021,2.86
Tamil Nadu,2020-2021,45.68
Telangana,2020-2021,19.00
Tripura,2020-2021,5.30
Uttarakhand,2020-2021,12.00
Uttar Pradesh,2020-2021,508.00
West Bengal,2020-2021,67.65
India,2020-2021,3212.96
Andhra Pradesh,2021-2022,39.00
Arunachal Pradesh,2021-2022,1.17
Bihar,2021-2022,6.43
Chhattisgarh,2021-2022,67.18
Gujarat,2021-2022,154.82
Haryana,2021-2022,0.25
Himachal Pradesh,2021-2022,6.35
Jharkhand,2021-2022,133.33
Karnataka,2021-2022,75.00
Madhya Pradesh,2021-2022,1535.00
Maharashtra,2021-2022,435.90
Manipur,2021-2022,1.33
Odisha,2021-2022,79.96
Punjab,2021-2022,1.60
Rajasthan,2021-2022,424.86
Sikkim,2021-2022,2.85
Tamil Nadu,2021-2022,42.60
Telangana,2021-2022,19.00
Tripura,2021-2022,4.32
Uttarakhand,2021-2022,13.00
Uttar Pradesh,2021-2022,514.00
West Bengal,2021-2022,66.72
India,2021-2022,3624.67
