State,Year,Value
West Bengal,2008-2009,34.80
India,2008-2009,844.00
Andhra Pradesh,2009-2010,13.00
Arunachal Pradesh,2009-2010,3.70
Bihar,2009-2010,18.20
Chhattisgarh,2009-2010,29.20
Dadra & Nagar Haveli  ,2009-2010,0.80
Gujarat,2009-2010,50.00
Haryana,2009-2010,1.00
Himachal Pradesh,2009-2010,2.10
Jammu & Kashmir,2009-2010,5.50
Jharkhand,2009-2010,35.10
Karnataka,2009-2010,10.00
Kerala,2009-2010,0.50
Madhya Pradesh,2009-2010,189.50
Maharashtra,2009-2010,117.00
Nagaland,2009-2010,11.90
Odisha,2009-2010,36.80
Punjab,2009-2010,1.30
Rajasthan,2009-2010,30.60
Sikkim,2009-2010,3.50
Tamil Nadu,2009-2010,12.00
Tripura,2009-2010,0.70
Uttar Pradesh,2009-2010,224.00
West Bengal,2009-2010,30.10
India,2009-2010,810.80
Andhra Pradesh,2010-2011,10.00
Arunachal Pradesh,2010-2011,3.20
Bihar,2010-2011,12.60
Chhattisgarh,2010-2011,29.30
Dadra & Nagar Haveli  ,2010-2011,1.10
Gujarat,2010-2011,69.00
Haryana,2010-2011,2.00
Himachal Pradesh,2010-2011,4.70
Jammu & Kashmir,2010-2011,4.80
Jharkhand,2010-2011,71.90
Karnataka,2010-2011,41.00
Kerala,2010-2011,0.00
Madhya Pradesh,2010-2011,228.10
Maharashtra,2010-2011,329.00
Nagaland,2010-2011,14.90
Odisha,2010-2011,36.70
Punjab,2010-2011,1.60
Rajasthan,2010-2011,94.10
Sikkim,2010-2011,3.20
Tamil Nadu,2010-2011,20.90
Telangana,2010-2011,36.00
Tripura,2010-2011,0.80
Uttar Pradesh,2010-2011,372.00
West Bengal,2010-2011,28.50
India,2010-2011,1415.40
Andhra Pradesh,2011-2012,9.20
Arunachal Pradesh,2011-2012,3.70
Bihar,2011-2012,11.90
Chhattisgarh,2011-2012,30.70
Gujarat,2011-2012,68.00
Haryana,2011-2012,4.00
Himachal Pradesh,2011-2012,6.30
Jharkhand,2011-2012,55.40
Karnataka,2011-2012,31.00
Kerala,2011-2012,-
Madhya Pradesh,2011-2012,148.80
Maharashtra,2011-2012,249.00
Nagaland,2011-2012,14.50
Odisha,2011-2012,28.00
Punjab,2011-2012,1.00
Rajasthan,2011-2012,131.70
Sikkim,2011-2012,3.00
Tamil Nadu,2011-2012,46.20
Telangana,2011-2012,31.80
Tripura,2011-2012,0.70
Uttar Pradesh,2011-2012,339.00
Uttarakhand,2011-2012,11.00
West Bengal,2011-2012,27.20
India,2011-2012,1252.00
Andhra Pradesh,2012-2013,13.70
Arunachal Pradesh,2012-2013,4.50
Bihar,2012-2013,12.20
Chhattisgarh,2012-2013,28.80
Dadra & Nagar Haveli  ,2012-2013,1.10
Gujarat,2012-2013,57.00
Haryana,2012-2013,0.80
Himachal Pradesh,2012-2013,4.30
Jharkhand,2012-2013,93.60
Karnataka,2012-2013,49.00
Kerala,2012-2013,-
Madhya Pradesh,2012-2013,385.70
Maharashtra,2012-2013,213.00
Nagaland,2012-2013,18.90
Odisha,2012-2013,35.50
Puducherry,2012-2013,0.10
Punjab,2012-2013,1.00
Rajasthan,2012-2013,125.30
Sikkim,2012-2013,2.90
Tamil Nadu,2012-2013,24.30
Telangana,2012-2013,37.30
Tripura,2012-2013,0.50
Uttar Pradesh,2012-2013,347.00
Uttarakhand,2012-2013,11.50
West Bengal,2012-2013,34.30
India,2012-2013,1502.30
Andhra Pradesh,2013-2014,32.87
Arunachal Pradesh,2013-2014,0.60
Bihar,2013-2014,14.14
Chhattisgarh,2013-2014,29.40
Dadra & Nagar Haveli  ,2013-2014,1.10
Gujarat,2013-2014,54.00
Haryana,2013-2014,0.60
Himachal Pradesh,2013-2014,3.56
Jammu & Kashmir,2013-2014,5.11
Jharkhand,2013-2014,88.25
Karnataka,2013-2014,46.00
Kerala,2013-2014,0.00
Madhya Pradesh,2013-2014,218.60
Maharashtra,2013-2014,206.00
Manipur,2013-2014,1.58
Nagaland,2013-2014,0.33
Odisha,2013-2014,24.99
Punjab,2013-2014,1.00
Rajasthan,2013-2014,70.56
Sikkim,2013-2014,2.95
Tamil Nadu,2013-2014,58.71
Telangana,2013-2014,4.13
Tripura,2013-2014,0.82
Uttar Pradesh,2013-2014,222.00
Uttarakhand,2013-2014,11.51
West Bengal,2013-2014,51.77
India,2013-2014,1150.58
Andhra Pradesh,2014-2015,21.00
Arunachal Pradesh,2014-2015,1.02
Bihar,2014-2015,14.36
Chhattisgarh,2014-2015,29.70
Dadra & Nagar Haveli  ,2014-2015,1.10
Gujarat,2014-2015,46.00
Haryana,2014-2015,0.50
Himachal Pradesh,2014-2015,3.58
Jammu & Kashmir,2014-2015,4.32
Jharkhand,2014-2015,83.07
Karnataka,2014-2015,18.00
Madhya Pradesh,2014-2015,428.00
Maharashtra,2014-2015,92.00
Manipur,2014-2015,1.69
Nagaland,2014-2015,0.35
Odisha,2014-2015,26.43
Puducherry,2014-2015,0.68
Punjab,2014-2015,1.20
Rajasthan,2014-2015,112.23
Sikkim,2014-2015,2.91
Tamil Nadu,2014-2015,50.10
Telangana,2014-2015,13.00
Tripura,2014-2015,0.45
Uttar Pradesh,2014-2015,278.00
Uttarakhand,2014-2015,10.32
West Bengal,2014-2015,42.33
India,2014-2015,1282.34
Andhra Pradesh,2015-2016,31.00
Arunachal Pradesh,2015-2016,0.92
Bihar,2015-2016,12.05
Chhattisgarh,2015-2016,28.80
Dadra & Nagar Haveli  ,2015-2016,0.99
Gujarat,2015-2016,36.00
Haryana,2015-2016,0.50
Himachal Pradesh,2015-2016,3.35
Jharkhand,2015-2016,72.06
Karnataka,2015-2016,21.00
Madhya Pradesh,2015-2016,515.00
Maharashtra,2015-2016,61.00
Nagaland,2015-2016,0.40
Odisha,2015-2016,21.21
Puducherry,2015-2016,0.25
Punjab,2015-2016,1.10
Rajasthan,2015-2016,114.59
Sikkim,2015-2016,2.70
Tamil Nadu,2015-2016,44.36
Telangana,2015-2016,11.00
Tripura,2015-2016,1.28
Uttar Pradesh,2015-2016,216.57
Uttarakhand,2015-2016,9.37
West Bengal,2015-2016,44.00
India,2015-2016,1249.51
Andhra Pradesh,2016-2017,49.00
Arunachal Pradesh,2016-2017,0.97
Bihar,2016-2017,11.49
Chhattisgarh,2016-2017,30.00
Dadra & Nagar Haveli  ,2016-2017,0.99
Gujarat,2016-2017,117.00
Haryana,2016-2017,0.40
Himachal Pradesh,2016-2017,5.61
Jharkhand,2016-2017,139.41
Karnataka,2016-2017,40.00
Madhya Pradesh,2016-2017,770.88
Maharashtra,2016-2017,183.10
Nagaland,2016-2017,0.46
Odisha,2016-2017,41.10
Puducherry,2016-2017,0.34
Punjab,2016-2017,1.10
Rajasthan,2016-2017,305.47
Sikkim,2016-2017,2.72
Tamil Nadu,2016-2017,56.12
Telangana,2016-2017,34.00
Tripura,2016-2017,7.94
Uttar Pradesh,2016-2017,321.00
Uttarakhand,2016-2017,12.00
West Bengal,2016-2017,45.33
India,2016-2017,2176.42
Andhra Pradesh,2017-2018,37.86
Arunachal Pradesh,2017-2018,0.99
Bihar,2017-2018,7.05
Chhattisgarh,2017-2018,29.76
Dadra & Nagar Haveli  ,2017-2018,0.90
Gujarat,2017-2018,81.28
Himachal Pradesh,2017-2018,4.62
Jharkhand,2017-2018,128.64
Karnataka,2017-2018,67.32
Madhya Pradesh,2017-2018,1298.81
Maharashtra,2017-2018,121.45
Nagaland,2017-2018,0.68
Odisha,2017-2018,21.73
Puducherry,2017-2018,0.27
Punjab,2017-2018,0.93
Rajasthan,2017-2018,523.72
Sikkim,2017-2018,2.50
Tamil Nadu,2017-2018,53.22
Telangana,2017-2018,25.82
Tripura,2017-2018,1.68
Uttar Pradesh,2017-2018,283.07
Uttarakhand,2017-2018,10.58
West Bengal,2017-2018,48.37
India,2017-2018,2751.24
Andaman & Nicobar Islands,2018-2019,0.03
Andhra Pradesh,2018-2019,17.82
Bihar,2018-2019,7.31
Chhattisgarh,2018-2019,27.87
Dadra & Nagar Haveli  ,2018-2019,1.02
Gujarat,2018-2019,67.94
Haryana,2018-2019,0.40
Himachal Pradesh,2018-2019,4.69
Jharkhand,2018-2019,108.20
Karnataka,2018-2019,41.02
Madhya Pradesh,2018-2019,1133.21
Maharashtra,2018-2019,154.45
Nagaland,2018-2019,0.50
Odisha,2018-2019,16.70
Puducherry,2018-2019,0.16
Punjab,2018-2019,1.11
Rajasthan,2018-2019,376.11
Sikkim,2018-2019,2.54
Tamil Nadu,2018-2019,33.81
Telangana,2018-2019,22.82
Tripura,2018-2019,1.47
Uttarakhand,2018-2019,10.42
Uttar Pradesh,2018-2019,289.16
West Bengal,2018-2019,43.81
India,2018-2019,2362.57
Andhra Pradesh,2019-2020,14.03
Arunachal Pradesh,2019-2020,1.04
Bihar,2019-2020,6.29
Chhattisgarh,2019-2020,24.06
Dadra & Nagar Haveli  ,2019-2020,0.86
Daman & Diu  ,2019-2020,0.17
Gujarat,2019-2020,52.31
Haryana,2019-2020,0.01
Himachal Pradesh,2019-2020,5.12
Jharkhand,2019-2020,111.61
Karnataka,2019-2020,32.18
Madhya Pradesh,2019-2020,463.41
Maharashtra,2019-2020,151.20
Manipur,2019-2020,1.15
Odisha,2019-2020,18.01
Puducherry,2019-2020,0.15
Punjab,2019-2020,1.16
Rajasthan,2019-2020,123.52
Sikkim,2019-2020,2.61
Tamil Nadu,2019-2020,35.87
Telangana,2019-2020,14.07
Tripura,2019-2020,1.86
Uttarakhand,2019-2020,11.32
Uttar Pradesh,2019-2020,212.79
West Bengal,2019-2020,44.85
India,2019-2020,1329.64
Andhra Pradesh,2020-2021,25.22
Arunachal Pradesh,2020-2021,1.05
Bihar,2020-2021,9.40
Chhattisgarh,2020-2021,30.03
Gujarat,2020-2021,65.83
Haryana,2020-2021,0.13
Himachal Pradesh,2020-2021,5.02
Jharkhand,2020-2021,114.82
Karnataka,2020-2021,49.05
Madhya Pradesh,2020-2021,394.63
Maharashtra,2020-2021,226.67
Manipur,2020-2021,1.39
Odisha,2020-2021,21.74
Puducherry,2020-2021,0.01
Punjab,2020-2021,1.23
Rajasthan,2020-2021,160.37
Sikkim,2020-2021,2.68
Tamil Nadu,2020-2021,40.66
Telangana,2020-2021,14.19
Tripura,2020-2021,3.82
Uttarakhand,2020-2021,12.83
Uttar Pradesh,2020-2021,282.45
West Bengal,2020-2021,43.36
India,2020-2021,1506.59
Andhra Pradesh,2021-2022,31.55
Arunachal Pradesh,2021-2022,1.08
Bihar,2021-2022,5.98
Chhattisgarh,2021-2022,24.72
Gujarat,2021-2022,91.81
Haryana,2021-2022,0.13
Himachal Pradesh,2021-2022,4.57
Jharkhand,2021-2022,120.39
Karnataka,2021-2022,36.98
Madhya Pradesh,2021-2022,778.25
Maharashtra,2021-2022,210.98
Manipur,2021-2022,1.27
Odisha,2021-2022,27.03
Punjab,2021-2022,0.71
Rajasthan,2021-2022,155.50
Sikkim,2021-2022,2.69
Tamil Nadu,2021-2022,37.53
Telangana,2021-2022,15.05
Tripura,2021-2022,2.97
Uttarakhand,2021-2022,15.64
Uttar Pradesh,2021-2022,255.97
West Bengal,2021-2022,44.37
India,2021-2022,1865.13
