State,Year,Value
Uttar Pradesh,2007-2008,179.00
West Bengal,2007-2008,40.10
India,2007-2008,1457.10
Andaman & Nicobar Islands,2008-2009,1.20
Andhra Pradesh,2008-2009,220.00
Arunachal Pradesh,2008-2009,3.60
Assam,2008-2009,23.10
Bihar,2008-2009,18.00
Chhattisgarh,2008-2009,32.00
Dadra & Nagar Haveli  ,2008-2009,1.50
Gujarat,2008-2009,64.00
Haryana,2008-2009,1.00
Himachal Pradesh,2008-2009,4.60
Jammu & Kashmir,2008-2009,5.50
Jharkhand,2008-2009,50.60
Karnataka,2008-2009,29.00
Kerala,2008-2009,0.50
Madhya Pradesh,2008-2009,185.80
Maharashtra,2008-2009,106.00
Nagaland,2008-2009,14.80
Odisha,2008-2009,37.30
Punjab,2008-2009,1.40
Rajasthan,2008-2009,40.60
Sikkim,2008-2009,5.90
Tamil Nadu,2008-2009,78.80
Tripura,2008-2009,0.90
Uttar Pradesh,2008-2009,228.00
West Bengal,2008-2009,39.90
India,2008-2009,1174.60
Andaman & Nicobar Islands,2009-2010,1.60
Andhra Pradesh,2009-2010,269.00
Arunachal Pradesh,2009-2010,3.70
Assam,2009-2010,23.90
Bihar,2009-2010,18.20
Chhattisgarh,2009-2010,30.20
Dadra & Nagar Haveli  ,2009-2010,0.80
Gujarat,2009-2010,50.00
Haryana,2009-2010,1.00
Himachal Pradesh,2009-2010,2.10
Jammu & Kashmir,2009-2010,5.50
Jharkhand,2009-2010,35.10
Karnataka,2009-2010,14.00
Kerala,2009-2010,1.00
Madhya Pradesh,2009-2010,192.10
Maharashtra,2009-2010,123.40
Nagaland,2009-2010,23.80
Odisha,2009-2010,39.30
Puducherry,2009-2010,0.20
Punjab,2009-2010,1.30
Rajasthan,2009-2010,30.60
Sikkim,2009-2010,6.30
Tamil Nadu,2009-2010,98.70
Tripura,2009-2010,1.00
Uttar Pradesh,2009-2010,257.00
West Bengal,2009-2010,35.70
India,2009-2010,1237.40
Andaman & Nicobar Islands,2010-2011,1.20
Andhra Pradesh,2010-2011,204.00
Arunachal Pradesh,2010-2011,3.20
Bihar,2010-2011,12.60
Chhattisgarh,2010-2011,30.20
Dadra & Nagar Haveli  ,2010-2011,1.10
Gujarat,2010-2011,69.00
Haryana,2010-2011,2.00
Himachal Pradesh,2010-2011,4.70
Jammu & Kashmir,2010-2011,4.80
Jharkhand,2010-2011,71.90
Karnataka,2010-2011,45.00
Kerala,2010-2011,0.00
Madhya Pradesh,2010-2011,230.90
Maharashtra,2010-2011,329.00
Nagaland,2010-2011,14.90
Odisha,2010-2011,39.70
Puducherry,2010-2011,0.60
Punjab,2010-2011,1.60
Rajasthan,2010-2011,94.10
Sikkim,2010-2011,6.00
Tamil Nadu,2010-2011,123.80
Telangana,2010-2011,49.00
Tripura,2010-2011,1.10
Uttar Pradesh,2010-2011,372.00
West Bengal,2010-2011,39.20
India,2010-2011,1778.80
Andaman & Nicobar Islands,2011-2012,0.90
Andhra Pradesh,2011-2012,325.20
Arunachal Pradesh,2011-2012,3.70
Assam,2011-2012,-
Bihar,2011-2012,11.90
Chhattisgarh,2011-2012,31.70
Gujarat,2011-2012,72.00
Haryana,2011-2012,4.00
Himachal Pradesh,2011-2012,6.30
Jharkhand,2011-2012,55.40
Karnataka,2011-2012,35.00
Kerala,2011-2012,-
Madhya Pradesh,2011-2012,150.60
Maharashtra,2011-2012,249.00
Nagaland,2011-2012,14.50
Odisha,2011-2012,30.10
Puducherry,2011-2012,0.60
Punjab,2011-2012,1.00
Rajasthan,2011-2012,131.70
Sikkim,2011-2012,3.00
Tamil Nadu,2011-2012,178.80
Telangana,2011-2012,42.80
Tripura,2011-2012,1.10
Uttar Pradesh,2011-2012,371.00
Uttarakhand,2011-2012,11.00
West Bengal,2011-2012,27.20
India,2011-2012,1785.10
Andaman & Nicobar Islands,2012-2013,0.60
Andhra Pradesh,2012-2013,320.70
Arunachal Pradesh,2012-2013,4.50
Assam,2012-2013,26.70
Bihar,2012-2013,12.20
Chhattisgarh,2012-2013,30.20
Dadra & Nagar Haveli  ,2012-2013,1.10
Gujarat,2012-2013,57.00
Haryana,2012-2013,0.80
Himachal Pradesh,2012-2013,4.30
Jharkhand,2012-2013,93.60
Karnataka,2012-2013,53.00
Kerala,2012-2013,-
Madhya Pradesh,2012-2013,390.10
Maharashtra,2012-2013,213.00
Nagaland,2012-2013,18.90
Odisha,2012-2013,37.40
Puducherry,2012-2013,0.60
Punjab,2012-2013,1.00
Rajasthan,2012-2013,125.30
Sikkim,2012-2013,2.90
Tamil Nadu,2012-2013,88.30
Telangana,2012-2013,51.30
Tripura,2012-2013,0.90
Uttar Pradesh,2012-2013,380.00
Uttarakhand,2012-2013,11.50
West Bengal,2012-2013,44.90
India,2012-2013,1970.80
Andhra Pradesh,2013-2014,229.86
Arunachal Pradesh,2013-2014,1.60
Chhattisgarh,2013-2014,32.20
Gujarat,2013-2014,55.00
Karnataka,2013-2014,50.00
Madhya Pradesh,2013-2014,226.00
Maharashtra,2013-2014,206.00
Manipur,2013-2014,1.58
Nagaland,2013-2014,0.94
Odisha,2013-2014,26.33
Puducherry,2013-2014,0.27
Tamil Nadu,2013-2014,310.66
Telangana,2013-2014,17.14
Tripura,2013-2014,1.12
Uttar Pradesh,2013-2014,248.00
Uttarakhand,2013-2014,11.52
West Bengal,2013-2014,63.27
India,2013-2014,1700.22
Andhra Pradesh,2014-2015,298.00
Arunachal Pradesh,2014-2015,2.40
Chhattisgarh,2014-2015,30.50
Gujarat,2014-2015,47.00
Karnataka,2014-2015,21.00
Madhya Pradesh,2014-2015,440.00
Maharashtra,2014-2015,92.00
Manipur,2014-2015,1.69
Nagaland,2014-2015,0.99
Odisha,2014-2015,27.55
Puducherry,2014-2015,0.72
Tamil Nadu,2014-2015,358.90
Telangana,2014-2015,16.00
Tripura,2014-2015,0.78
Uttar Pradesh,2014-2015,302.00
Uttarakhand,2014-2015,10.37
West Bengal,2014-2015,53.33
India,2014-2015,1961.07
Andhra Pradesh,2015-2016,411.00
Arunachal Pradesh,2015-2016,2.16
Chhattisgarh,2015-2016,30.40
Gujarat,2015-2016,38.00
Karnataka,2015-2016,25.00
Madhya Pradesh,2015-2016,516.80
Maharashtra,2015-2016,61.00
Manipur,2015-2016,1.60
Nagaland,2015-2016,1.07
Odisha,2015-2016,24.38
Puducherry,2015-2016,0.38
Tamil Nadu,2015-2016,264.13
Telangana,2015-2016,18.00
Tripura,2015-2016,2.28
Uttar Pradesh,2015-2016,243.57
Uttarakhand,2015-2016,9.38
West Bengal,2015-2016,54.50
India,2015-2016,1945.32
Andhra Pradesh,2016-2017,329.00
Arunachal Pradesh,2016-2017,2.20
Chhattisgarh,2016-2017,31.90
Gujarat,2016-2017,119.00
Karnataka,2016-2017,43.00
Madhya Pradesh,2016-2017,816.88
Maharashtra,2016-2017,183.10
Manipur,2016-2017,1.63
Nagaland,2016-2017,1.13
Odisha,2016-2017,49.41
Puducherry,2016-2017,0.45
Tamil Nadu,2016-2017,273.96
Telangana,2016-2017,43.00
Tripura,2016-2017,8.91
Uttar Pradesh,2016-2017,353.00
Uttarakhand,2016-2017,12.00
West Bengal,2016-2017,57.01
India,2016-2017,2831.89
Andhra Pradesh,2017-2018,370.94
Arunachal Pradesh,2017-2018,2.27
Chhattisgarh,2017-2018,31.19
Gujarat,2017-2018,86.52
Karnataka,2017-2018,68.82
Madhya Pradesh,2017-2018,1347.81
Maharashtra,2017-2018,121.45
Manipur,2017-2018,1.58
Nagaland,2017-2018,0.68
Odisha,2017-2018,28.70
Puducherry,2017-2018,0.37
Tamil Nadu,2017-2018,301.57
Telangana,2017-2018,31.10
Tripura,2017-2018,3.45
Uttar Pradesh,2017-2018,314.03
Uttarakhand,2017-2018,10.58
West Bengal,2017-2018,63.07
India,2017-2018,3492.42
Andaman & Nicobar Islands,2018-2019,0.03
Andhra Pradesh,2018-2019,310.56
Chhattisgarh,2018-2019,29.34
Gujarat,2018-2019,73.56
Karnataka,2018-2019,42.92
Madhya Pradesh,2018-2019,1190.65
Maharashtra,2018-2019,154.45
Manipur,2018-2019,1.38
Nagaland,2018-2019,1.18
Odisha,2018-2019,19.04
Puducherry,2018-2019,0.31
Rajasthan,2018-2019,376.12
Tamil Nadu,2018-2019,274.46
Telangana,2018-2019,30.22
Tripura,2018-2019,3.10
Uttar Pradesh,2018-2019,325.31
West Bengal,2018-2019,51.87
India,2018-2019,3060.00
Andaman & Nicobar Islands,2019-2020,0.08
Andhra Pradesh,2019-2020,329.10
Arunachal Pradesh,2019-2020,2.44
Chhattisgarh,2019-2020,24.99
Gujarat,2019-2020,73.65
Karnataka,2019-2020,33.28
Madhya Pradesh,2019-2020,503.34
Maharashtra,2019-2020,151.20
Manipur,2019-2020,1.15
Nagaland,2019-2020,0.68
Odisha,2019-2020,21.22
Puducherry,2019-2020,0.29
Rajasthan,2019-2020,123.58
Tamil Nadu,2019-2020,317.34
Telangana,2019-2020,26.67
Tripura,2019-2020,3.30
Uttar Pradesh,2019-2020,245.01
West Bengal,2019-2020,50.07
India,2019-2020,2081.28
Andaman & Nicobar Islands,2020-2021,0.17
Andhra Pradesh,2020-2021,364.92
Arunachal Pradesh,2020-2021,2.47
Chhattisgarh,2020-2021,30.83
Gujarat,2020-2021,87.55
Karnataka,2020-2021,51.25
Madhya Pradesh,2020-2021,447.81
Manipur,2020-2021,1.39
Nagaland,2020-2021,0.68
Odisha,2020-2021,25.61
Puducherry,2020-2021,0.28
Rajasthan,2020-2021,160.37
Tamil Nadu,2020-2021,224.97
Telangana,2020-2021,49.89
Tripura,2020-2021,7.01
Uttar Pradesh,2020-2021,317.36
West Bengal,2020-2021,47.66
India,2020-2021,2229.58
Andaman & Nicobar Islands,2021-2022,0.17
Andhra Pradesh,2021-2022,424.68
Arunachal Pradesh,2021-2022,2.52
Chhattisgarh,2021-2022,25.80
Gujarat,2021-2022,130.01
Karnataka,2021-2022,39.09
Kerala,2021-2022,0.31
Madhya Pradesh,2021-2022,884.60
Maharashtra,2021-2022,211.20
Manipur,2021-2022,1.27
Nagaland,2021-2022,0.18
Odisha,2021-2022,31.26
Puducherry,2021-2022,0.35
Rajasthan,2021-2022,155.50
Tamil Nadu,2021-2022,268.72
Telangana,2021-2022,65.55
Tripura,2021-2022,5.28
Uttar Pradesh,2021-2022,291.50
West Bengal,2021-2022,50.17
India,2021-2022,2775.93
