State,Year,Value
Rajasthan,2011-2012,516
Sikkim,2011-2012,877
Tamil Nadu,2011-2012,580
Telangana,2011-2012,605
Tripura,2011-2012,673
Uttar Pradesh,2011-2012,668
Uttarakhand,2011-2012,846
West Bengal,2011-2012,610
India,2011-2012,552
Andaman & Nicobar Islands,2012-2013,462
Andhra Pradesh,2012-2013,829
Arunachal Pradesh,2012-2013,1089
Assam,2012-2013,-
Bihar,2012-2013,864
Chhattisgarh,2012-2013,317
Dadra & Nagar Haveli  ,2012-2013,799
Gujarat,2012-2013,606
Haryana,2012-2013,400
Himachal Pradesh,2012-2013,423
Jharkhand,2012-2013,889
Karnataka,2012-2013,482
Kerala,2012-2013,-
Madhya Pradesh,2012-2013,607
Maharashtra,2012-2013,592
Nagaland,2012-2013,1145
Odisha,2012-2013,334
Puducherry,2012-2013,859
Punjab,2012-2013,455
Rajasthan,2012-2013,575
Sikkim,2012-2013,890
Tamil Nadu,2012-2013,425
Telangana,2012-2013,899
Tripura,2012-2013,636
Uttar Pradesh,2012-2013,664
Uttarakhand,2012-2013,771
West Bengal,2012-2013,713
India,2012-2013,625
Andhra Pradesh,2013-2014,868
Arunachal Pradesh,2013-2014,894
Chhattisgarh,2013-2014,297
Gujarat,2013-2014,604
Karnataka,2013-2014,490
Madhya Pradesh,2013-2014,376
Maharashtra,2013-2014,617
Manipur,2013-2014,1013
Nagaland,2013-2014,862
Odisha,2013-2014,310
Puducherry,2013-2014,443
Tamil Nadu,2013-2014,851
Telangana,2013-2014,378
Tripura,2013-2014,659
Uttar Pradesh,2013-2014,458
Uttarakhand,2013-2014,790
West Bengal,2013-2014,557
India,2013-2014,555
Andhra Pradesh,2014-2015,946
Arunachal Pradesh,2014-2015,1067
Chhattisgarh,2014-2015,316
Gujarat,2014-2015,691
Karnataka,2014-2015,300
Madhya Pradesh,2014-2015,499
Maharashtra,2014-2015,332
Manipur,2014-2015,1182
Nagaland,2014-2015,868
Odisha,2014-2015,337
Puducherry,2014-2015,935
Tamil Nadu,2014-2015,960
Telangana,2014-2015,571
Tripura,2014-2015,595
Uttar Pradesh,2014-2015,536
Uttarakhand,2014-2015,757
West Bengal,2014-2015,724
India,2014-2015,604
Andhra Pradesh,2015-2016,901
Arunachal Pradesh,2015-2016,863
Chhattisgarh,2015-2016,300
Gujarat,2015-2016,594
Karnataka,2015-2016,275
Madhya Pradesh,2015-2016,553
Maharashtra,2015-2016,213
Manipur,2015-2016,1143
Nagaland,2015-2016,884
Odisha,2015-2016,328
Puducherry,2015-2016,648
Tamil Nadu,2015-2016,668
Telangana,2015-2016,563
Tripura,2015-2016,636
Uttar Pradesh,2015-2016,395
Uttarakhand,2015-2016,631
West Bengal,2015-2016,735
India,2015-2016,537
Andhra Pradesh,2016-2017,658
Arunachal Pradesh,2016-2017,871
Chhattisgarh,2016-2017,320
Gujarat,2016-2017,604
Karnataka,2016-2017,489
Madhya Pradesh,2016-2017,679
Maharashtra,2016-2017,542
Manipur,2016-2017,1116
Nagaland,2016-2017,890
Odisha,2016-2017,454
Puducherry,2016-2017,592
Tamil Nadu,2016-2017,637
Telangana,2016-2017,827
Tripura,2016-2017,2320
Uttar Pradesh,2016-2017,548
Uttarakhand,2016-2017,800
West Bengal,2016-2017,734
India,2016-2017,632
Andhra Pradesh,2017-2018,920
Arunachal Pradesh,2017-2018,886
Chhattisgarh,2017-2018,318
Gujarat,2017-2018,636
Karnataka,2017-2018,506
Madhya Pradesh,2017-2018,739
Maharashtra,2017-2018,346
Manipur,2017-2018,1097
Nagaland,2017-2018,819
Odisha,2017-2018,372
Puducherry,2017-2018,691
Tamil Nadu,2017-2018,707
Telangana,2017-2018,818
Tripura,2017-2018,644
Uttar Pradesh,2017-2018,511
Uttarakhand,2017-2018,756
West Bengal,2017-2018,764
India,2017-2018,662
Andaman & Nicobar Islands,2018-2019,160
Andhra Pradesh,2018-2019,977
Chhattisgarh,2018-2019,329
Gujarat,2018-2019,669
Karnataka,2018-2019,508
Madhya Pradesh,2018-2019,480
Maharashtra,2018-2019,421
Manipur,2018-2019,1006
Nagaland,2018-2019,901
Odisha,2018-2019,329
Puducherry,2018-2019,625
Rajasthan,2018-2019,501
Tamil Nadu,2018-2019,622
Telangana,2018-2019,944
Tripura,2018-2019,639
Uttar Pradesh,2018-2019,574
West Bengal,2018-2019,693
India,2018-2019,546
Andaman & Nicobar Islands,2019-2020,533
Andhra Pradesh,2019-2020,1086
Arunachal Pradesh,2019-2020,937
Chhattisgarh,2019-2020,331
Gujarat,2019-2020,737
Karnataka,2019-2020,488
Madhya Pradesh,2019-2020,281
Maharashtra,2019-2020,444
Manipur,2019-2020,893
Nagaland,2019-2020,819
Odisha,2019-2020,368
Puducherry,2019-2020,612
Rajasthan,2019-2020,246
Tamil Nadu,2019-2020,783
Telangana,2019-2020,1212
Tripura,2019-2020,671
Uttar Pradesh,2019-2020,434
West Bengal,2019-2020,692
India,2019-2020,459
Andaman & Nicobar Islands,2020-2021,400
Andhra Pradesh,2020-2021,929
Arunachal Pradesh,2020-2021,949
Chhattisgarh,2020-2021,370
Gujarat,2020-2021,746
Karnataka,2020-2021,576
Madhya Pradesh,2020-2021,341
Manipur,2020-2021,1027
Nagaland,2020-2021,819
Odisha,2020-2021,344
Puducherry,2020-2021,606
Rajasthan,2020-2021,390
Tamil Nadu,2020-2021,559
Telangana,2020-2021,1313
Tripura,2020-2021,753
Uttar Pradesh,2020-2021,573
West Bengal,2020-2021,661
India,2020-2021,538
Andaman & Nicobar Islands,2021-2022,400
Andhra Pradesh,2021-2022,1059
Arunachal Pradesh,2021-2022,952
Chhattisgarh,2021-2022,368
Gujarat,2021-2022,721
Karnataka,2021-2022,495
Kerala,2021-2022,786
Madhya Pradesh,2021-2022,547
Maharashtra,2021-2022,484
Manipur,2021-2022,955
Nagaland,2021-2022,933
Odisha,2021-2022,340
Puducherry,2021-2022,716
Rajasthan,2021-2022,366
Tamil Nadu,2021-2022,660
Telangana,2021-2022,1130
Tripura,2021-2022,721
Uttar Pradesh,2021-2022,520
West Bengal,2021-2022,687
India,2021-2022,599
